id,name,organism,known_action,inhibition_strength,induction_strength,position,parent_key
BE0000693,"Indoleamine 2,3-dioxygenase 1",Human,unknown,unknown,unknown,34,DB09061
BE0000248,Arachidonate 5-lipoxygenase,Human,unknown,unknown,unknown,35,DB09061
BE0000309,Arachidonate 15-lipoxygenase,Human,unknown,unknown,unknown,36,DB09061
BE0009156,N-acylethanolamine-hydrolyzing acid amidase,Human,unknown,unknown,unknown,37,DB09061
BE0001185,Quinone oxidoreductase,Human,unknown,unknown,unknown,38,DB09061
BE0009157,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,Human,unknown,unknown,unknown,39,DB09061
BE0003997,Phospholipase A2,Human,unknown,unknown,unknown,40,DB09061
BE0000344,"Steroid 17-alpha-hydroxylase/17,20 lyase",Human,unknown,unknown,unknown,41,DB09061
BE0002390,Superoxide dismutase [Cu-Zn],Human,unknown,unknown,unknown,42,DB09061
BE0000973,Sphingomyelin phosphodiesterase,Human,unknown,unknown,unknown,43,DB09061
BE0002638,Cytochrome P450 3A4,Human,unknown,strong,unknown,2,DB09063
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,3,DB09063
BE0002363,Cytochrome P450 2D6,Human,no,weak,unknown,1,DB09065
BE0002638,Cytochrome P450 3A4,Human,yes,strong,unknown,4,DB09065
BE0002362,Cytochrome P450 3A5,Human,yes,strong,unknown,5,DB09065
BE0003612,Cytochrome P450 3A7,Human,yes,strong,unknown,6,DB09065
BE0003550,Cytochrome P450 3A43,Human,yes,strong,unknown,7,DB09065
BE0002363,Cytochrome P450 2D6,Human,no,unknown,unknown,8,DB09068
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,9,DB09068
BE0002362,Cytochrome P450 3A5,Human,no,unknown,unknown,10,DB09068
BE0003536,Cytochrome P450 2C19,Human,no,unknown,unknown,11,DB09068
BE0002793,Cytochrome P450 2C9,Human,no,unknown,unknown,12,DB09068
BE0003336,Cytochrome P450 2A6,Human,no,unknown,unknown,13,DB09068
BE0002887,Cytochrome P450 2C8,Human,no,unknown,unknown,14,DB09068
BE0003549,Cytochrome P450 2B6,Human,no,unknown,unknown,15,DB09068
BE0001197,Steryl-sulfatase,Human,yes,unknown,unknown,2,DB09070
BE0000051,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,Human,yes,unknown,unknown,3,DB09070
BE0000059,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,Human,yes,unknown,unknown,4,DB09070
BE0000927,Sulfotransferase 1A1,Human,yes,unknown,unknown,5,DB09070
BE0000152,"Succinate-semialdehyde dehydrogenase, mitochondrial",Human,no,unknown,unknown,1,DB09072
BE0008675,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",Homo sapiens,no,unknown,unknown,2,DB09072
BE0002638,Cytochrome P450 3A4,Human,no,weak,unknown,3,DB09073
BE0008627,Sulfotransferase 2A1,Human,no,unknown,unknown,4,DB09073
BE0002638,Cytochrome P450 3A4,Human,unknown,moderate,unknown,1,DB09074
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,2,DB09074
BE0002363,Cytochrome P450 2D6,Human,no,unknown,unknown,1,DB09076
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,13,DB09078
BE0003539,Aldehyde oxidase,Human,no,unknown,unknown,14,DB09078
BE0002793,Cytochrome P450 2C9,Human,no,unknown,unknown,2,DB09080
BE0002887,Cytochrome P450 2C8,Human,no,unknown,unknown,3,DB09080
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,1,DB09082
BE0002638,Cytochrome P450 3A4,Human,yes,unknown,unknown,1,DB09083
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,2,DB09101
BE0008629,UDP-glucuronosyltransferase 1A1,Human,no,unknown,unknown,3,DB09101
BE0004866,CYP3A,Human,no,strong,unknown,4,DB09101
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB09102
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB09102
BE0003550,Cytochrome P450 3A43,Human,unknown,unknown,unknown,4,DB09102
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,5,DB09102
BE0005319,Cytochrome P450 3A3,Human,unknown,unknown,unknown,6,DB09102
BE0000648,"Glutathione reductase, mitochondrial",Human,yes,unknown,unknown,1,DB09110
BE0001207,Catalase,Human,no,unknown,unknown,2,DB09116
BE0000133,"Aldehyde dehydrogenase, mitochondrial",Human,no,unknown,unknown,1,DB09117
BE0003536,Cytochrome P450 2C19,Human,unknown,strong,unknown,1,DB09118
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,2,DB09118
BE0002638,Cytochrome P450 3A4,Human,unknown,strong,unknown,3,DB09118
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,4,DB09118
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,5,DB09118
BE0003536,Cytochrome P450 2C19,Human,yes,moderate,unknown,1,DB09119
BE0002638,Cytochrome P450 3A4,Human,yes,unknown,unknown,2,DB09119
BE0002433,Cytochrome P450 1A2,Human,unknown,moderate,unknown,2,DB09120
BE0003536,Cytochrome P450 2C19,Human,unknown,moderate,unknown,3,DB09120
BE0002793,Cytochrome P450 2C9,Human,unknown,weak,unknown,4,DB09120
BE0003533,Cytochrome P450 2E1,Human,unknown,weak,unknown,5,DB09120
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB09123
BE0002363,Cytochrome P450 2D6,Human,no,unknown,unknown,1,DB09128
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,2,DB09128
BE0002390,Superoxide dismutase [Cu-Zn],Human,yes,unknown,unknown,1,DB09130
BE0000351,Amiloride-sensitive amine oxidase [copper-containing],Human,yes,unknown,unknown,2,DB09130
BE0008684,Protein-lysine 6-oxidase,Homo sapiens,yes,unknown,unknown,3,DB09130
BE0000335,Cytochrome c oxidase subunit 1,Human,yes,unknown,unknown,14,DB09130
BE0000252,Tyrosinase,Human,yes,unknown,unknown,15,DB09130
BE0000138,Dopamine beta-hydroxylase,Human,yes,unknown,unknown,16,DB09130
BE0002200,Peptidyl-glycine alpha-amidating monooxygenase,Human,yes,unknown,unknown,17,DB09130
BE0004909,Monoamine oxidase,Human,yes,unknown,unknown,18,DB09130
BE0001181,Angiogenin,Human,yes,unknown,unknown,19,DB09130
BE0001105,Major prion protein,Human,unknown,unknown,unknown,22,DB09130
BE0000056,Malate dehydrogenase,Escherichia coli (strain K12),unknown,unknown,unknown,1,DB09131
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB09143
BE0003683,Cytochrome P450 2J2,Human,no,unknown,unknown,1,DB09148
BE0004727,Leukotriene-B(4) omega-hydroxylase 1,Human,no,unknown,unknown,2,DB09148
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,5,DB09166
BE0003611,Cytochrome P450 2C18,Human,unknown,unknown,unknown,6,DB09166
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,7,DB09166
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,12,DB09167
BE0002433,Cytochrome P450 1A2,Human,unknown,moderate,unknown,14,DB09167
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,15,DB09167
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,16,DB09167
BE0002887,Cytochrome P450 2C8,Human,no,unknown,unknown,2,DB09183
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,3,DB09183
BE0002363,Cytochrome P450 2D6,Human,no,unknown,unknown,4,DB09183
BE0008629,UDP-glucuronosyltransferase 1A1,Human,unknown,unknown,unknown,5,DB09183
BE0002363,Cytochrome P450 2D6,Human,no,unknown,unknown,7,DB09195
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,8,DB09195
BE0002433,Cytochrome P450 1A2,Human,no,moderate,unknown,4,DB09198
BE0002793,Cytochrome P450 2C9,Human,no,unknown,unknown,5,DB09198
BE0003536,Cytochrome P450 2C19,Human,no,unknown,unknown,6,DB09198
BE0002180,Cholinesterase,Human,no,unknown,unknown,1,DB09205
BE0008634,Cytochrome p450 3A subfamily,Human,no,unknown,unknown,2,DB09205
BE0000017,Prostaglandin G/H synthase 1,Human,yes,unknown,unknown,3,DB09212
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,unknown,unknown,4,DB09212
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,3,DB09214
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,unknown,unknown,4,DB09214
BE0002390,Superoxide dismutase [Cu-Zn],Human,unknown,unknown,unknown,4,DB09221
BE0000735,Heme oxygenase 1,Human,unknown,unknown,unknown,5,DB09221
BE0004453,"Superoxide dismutase [Mn], mitochondrial",Human,unknown,unknown,unknown,6,DB09221
BE0000818,Glutathione S-transferase theta-1,Human,unknown,unknown,unknown,7,DB09221
BE0000816,Glutathione peroxidase 1,Human,unknown,unknown,unknown,8,DB09221
BE0005844,Peroxiredoxin-1,Human,unknown,unknown,unknown,9,DB09221
BE0000907,"Peroxiredoxin-5, mitochondrial",Human,unknown,unknown,unknown,10,DB09221
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,1,DB09223
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,2,DB09224
BE0002433,Cytochrome P450 1A2,Human,no,unknown,unknown,8,DB09225
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,9,DB09225
BE0004866,CYP3A,Human,no,unknown,unknown,1,DB09229
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB09230
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,4,DB09231
BE0002362,Cytochrome P450 3A5,Human,no,unknown,unknown,5,DB09231
BE0004866,CYP3A,Human,no,unknown,unknown,1,DB09232
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB09235
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB09236
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB09237
BE0000005,"Nitric oxide synthase, inducible",Human,unknown,unknown,unknown,5,DB09237
BE0000263,"Nitric oxide synthase, endothelial",Human,unknown,unknown,unknown,6,DB09237
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,3,DB09238
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,4,DB09238
BE0003543,Cytochrome P450 1A1,Human,unknown,weak,unknown,5,DB09238
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,6,DB09238
BE0003549,Cytochrome P450 2B6,Human,unknown,weak,unknown,7,DB09238
BE0003536,Cytochrome P450 2C19,Human,unknown,weak,unknown,8,DB09238
BE0002638,Cytochrome P450 3A4,Human,unknown,weak,unknown,9,DB09238
BE0002198,Amine oxidase [flavin-containing] A,Human,unknown,unknown,unknown,4,DB09244
BE0002198,Amine oxidase [flavin-containing] A,Human,yes,unknown,unknown,2,DB09245
BE0003336,Cytochrome P450 2A6,Human,yes,unknown,unknown,1,DB09256
BE0002112,Plasma serine protease inhibitor,Human,unknown,unknown,unknown,2,DB09258
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,4,DB09262
BE0003544,UDP-glucuronosyltransferase 1-4,Human,no,unknown,unknown,5,DB09262
BE0003785,Arylsulfate sulfotransferase,Escherichia coli O1:K1 / APEC,unknown,unknown,unknown,1,DB09268
BE0002705,Liver carboxylesterase 1,Human,unknown,unknown,unknown,1,DB09269
BE0000574,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Human,no,unknown,unknown,6,DB09270
BE0003541,UDP-glucuronosyltransferase 1-1,Human,no,unknown,unknown,1,DB09276
BE0002638,Cytochrome P450 3A4,Human,no,unknown,strong,1,DB09280
BE0003549,Cytochrome P450 2B6,Human,no,unknown,unknown,2,DB09280
BE0002887,Cytochrome P450 2C8,Human,no,unknown,unknown,3,DB09280
BE0002793,Cytochrome P450 2C9,Human,no,unknown,unknown,4,DB09280
BE0003536,Cytochrome P450 2C19,Human,no,unknown,unknown,5,DB09280
BE0003578,Guanylate cyclase soluble subunit alpha-2,Human,unknown,unknown,unknown,2,DB09282
BE0000182,"cGMP-specific 3',5'-cyclic phosphodiesterase",Human,unknown,unknown,unknown,3,DB09282
BE0000248,Arachidonate 5-lipoxygenase,Human,unknown,unknown,unknown,3,DB09285
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,unknown,unknown,4,DB09285
BE0009141,UDP-glucuronosyltransferase 1A9,Human,unknown,strong,unknown,7,DB09285
BE0002180,Cholinesterase,Human,no,unknown,unknown,1,DB09288
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,5,DB09289
BE0002363,Cytochrome P450 2D6,Human,no,moderate,unknown,2,DB09291
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,3,DB09291
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,strong,unknown,4,DB09295
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,strong,unknown,5,DB09295
BE0002887,Cytochrome P450 2C8,Human,no,unknown,unknown,2,DB09296
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,2,DB09297
BE0002362,Cytochrome P450 3A5,Human,no,unknown,unknown,3,DB09297
BE0003541,UDP-glucuronosyltransferase 1-1,Human,no,unknown,unknown,2,DB09298
BE0000972,Beta-glucuronidase,Human,no,unknown,unknown,5,DB09301
BE0001153,Beta-hexosaminidase subunit beta,Human,no,unknown,unknown,6,DB09301
BE0000883,N-acetylgalactosamine-6-sulfatase,Human,no,unknown,unknown,7,DB09301
BE0009328,Iduronate 2-sulfatase,Human,no,unknown,unknown,8,DB09301
BE0009329,Alpha-L-iduronidase,Human,no,unknown,unknown,9,DB09301
BE0009330,Arylsulfatase B,Human,no,unknown,unknown,10,DB09301
BE0009331,Glucuronate-2-sulfatase,Human,no,unknown,unknown,11,DB09301
BE0008643,Proprotein convertase subtilisin/kexin type 9,Human,yes,unknown,unknown,1,DB09303
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,1,DB09317
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,3,DB09317
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,2,DB09318
BE0000896,"Alkaline phosphatase, placental-like",Human,yes,unknown,unknown,1,DB09322
BE0001358,Beta-lactamase,Escherichia coli (strain K12),unknown,unknown,unknown,1,DB09323
BE0000667,Alanine aminotransferase 1,Human,unknown,unknown,unknown,1,DB09325
BE0000335,Cytochrome c oxidase subunit 1,Human,unknown,unknown,unknown,2,DB09325
BE0002274,"N-acetylglutamate synthase, mitochondrial",Human,yes,unknown,unknown,1,DB09326
BE0003336,Cytochrome P450 2A6,Human,no,unknown,unknown,1,DB09327
BE0000960,Dihydropyrimidine dehydrogenase [NADP(+)],Human,no,unknown,unknown,2,DB09327
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,1,DB09328
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,2,DB09328
BE0000888,Fatty acid desaturase 1,Human,unknown,unknown,unknown,3,DB09328
BE0002247,Elongation of very long chain fatty acids protein 4,Human,unknown,unknown,unknown,4,DB09328
BE0000069,"Acetyl-CoA acetyltransferase, mitochondrial",Human,unknown,unknown,unknown,5,DB09328
BE0004521,"3-ketoacyl-CoA thiolase, peroxisomal",Human,unknown,unknown,unknown,6,DB09328
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,4,DB09330
BE0002433,Cytochrome P450 1A2,Human,no,unknown,unknown,5,DB09330
BE0000713,Vitamin K epoxide reductase complex subunit 1,Human,unknown,unknown,unknown,1,DB09332
BE0002364,NADPH--cytochrome P450 reductase,Human,unknown,unknown,unknown,6,DB09332
BE0009080,Inter-alpha-trypsin inhibitor heavy chain H1,Human,unknown,unknown,unknown,4,DB09338
BE0000906,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",Human,unknown,unknown,unknown,5,DB09338
BE0000972,Beta-glucuronidase,Human,unknown,unknown,unknown,1,DB09340
BE0001108,Hexokinase-1,Human,unknown,unknown,unknown,1,DB09341
BE0001056,Glucokinase,Human,unknown,unknown,unknown,2,DB09341
BE0002705,Liver carboxylesterase 1,Human,unknown,unknown,unknown,2,DB09342
BE0001056,Glucokinase,Human,no,unknown,unknown,3,DB09344
BE0001818,6-phosphofructokinase,Geobacillus stearothermophilus,no,unknown,unknown,4,DB09344
BE0004909,Monoamine oxidase,Human,unknown,unknown,unknown,1,DB09363
BE0001251,Isocitrate dehydrogenase [NADP] cytoplasmic,Human,yes,unknown,unknown,2,DB09374
BE0000825,"Glutaminase kidney isoform, mitochondrial",Human,yes,unknown,unknown,3,DB09374
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB09381
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,4,DB09389
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,5,DB09389
BE0000350,"Acetyl-coenzyme A synthetase, cytoplasmic",Human,unknown,unknown,unknown,1,DB09395
BE0008244,Intestinal-type alkaline phosphatase,Bos taurus,yes,unknown,unknown,1,DB09413
BE0000800,3-oxoacyl-[acyl-carrier-protein] synthase 2,Escherichia coli (strain K12),unknown,unknown,unknown,1,DB09414
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,1,DB09456
BE0001242,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1,Human,yes,unknown,unknown,1,DB09459
BE0002503,Hypoxia-inducible factor 1-alpha inhibitor,Human,yes,unknown,unknown,2,DB09459
BE0000554,Retinal dehydrogenase 1,Human,unknown,unknown,unknown,6,DB09462
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,25,DB09462
BE0000896,"Alkaline phosphatase, placental-like",Human,no,unknown,unknown,1,DB09498
BE0003546,"Alkaline phosphatase, tissue-nonspecific isozyme",Human,no,unknown,unknown,2,DB09498
BE0008669,Adenosine triphosphate (ATP),Human,unknown,unknown,unknown,3,DB09498
BE0004455,Thiosulfate sulfurtransferase,Human,yes,unknown,unknown,1,DB09499
BE0001108,Hexokinase-1,Human,yes,unknown,unknown,1,DB09502
BE0000105,Sterol O-acyltransferase 1,Human,unknown,unknown,unknown,1,DB09539
BE0002363,Cytochrome P450 2D6,Human,no,unknown,unknown,1,DB09555
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,5,DB09555
BE0004866,CYP3A,Human,no,unknown,unknown,3,DB09568
BE0004727,Leukotriene-B(4) omega-hydroxylase 1,Human,no,unknown,unknown,4,DB09568
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB09570
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,2,DB09570
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,3,DB09570
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,4,DB09570
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,5,DB09570
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,6,DB09570
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,7,DB09570
BE0005923,Phenylethanolamine N-methyltransferase,Bos taurus,unknown,unknown,unknown,1,DB09571
BE0000421,Cytochrome P450 4A11,Human,unknown,unknown,unknown,1,DB11077
BE0000009,Alcohol dehydrogenase class-3,Human,unknown,unknown,unknown,2,DB11077
BE0000927,Sulfotransferase 1A1,Human,unknown,unknown,unknown,3,DB11077
BE0002499,Pentaerythritol tetranitrate reductase,Enterobacter cloacae,unknown,unknown,unknown,2,DB11090
BE0000816,Glutathione peroxidase 1,Human,unknown,unknown,unknown,1,DB11091
BE0001207,Catalase,Human,unknown,unknown,unknown,2,DB11091
BE0000896,"Alkaline phosphatase, placental-like",Human,unknown,unknown,unknown,3,DB11091
BE0000524,Vitamin D 25-hydroxylase,Human,yes,unknown,unknown,3,DB11094
BE0000443,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",Human,yes,unknown,unknown,4,DB11094
BE0003753,Carboxypeptidase A1,Human,unknown,unknown,unknown,1,DB11095
BE0000003,"Glutaminase liver isoform, mitochondrial",Human,unknown,unknown,unknown,1,DB11118
BE0002240,Glutamine synthetase,Human,unknown,unknown,unknown,2,DB11118
BE0004671,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",Human,unknown,unknown,unknown,3,DB11118
BE0000816,Glutathione peroxidase 1,Human,yes,unknown,unknown,1,DB11127
BE0001979,"Thioredoxin reductase 1, cytoplasmic",Human,yes,unknown,unknown,3,DB11127
BE0002363,Cytochrome P450 2D6,Human,no,unknown,unknown,6,DB11130
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,7,DB11130
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,unknown,unknown,2,DB11133
BE0000248,Arachidonate 5-lipoxygenase,Human,unknown,unknown,unknown,3,DB11133
BE0004605,Selenocysteine lyase,Human,no,unknown,unknown,1,DB11135
BE0000648,"Glutathione reductase, mitochondrial",Human,no,unknown,unknown,2,DB11135
BE0001979,"Thioredoxin reductase 1, cytoplasmic",Human,no,unknown,unknown,3,DB11135
BE0002180,Cholinesterase,Human,no,unknown,unknown,3,DB11148
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,2,DB11155
BE0001111,Cytochrome P450 1B1,Human,unknown,unknown,unknown,3,DB11155
BE0000421,Cytochrome P450 4A11,Human,unknown,unknown,unknown,2,DB11156
BE0002705,Liver carboxylesterase 1,Human,unknown,unknown,unknown,1,DB11181
BE0003751,Lysozyme C,Human,unknown,unknown,unknown,4,DB11182
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,1,DB11198
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB11198
BE0004727,Leukotriene-B(4) omega-hydroxylase 1,Human,no,unknown,unknown,2,DB11251
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,3,DB11251
BE0000734,Methionine synthase,Human,yes,unknown,unknown,3,DB11256
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,4,DB11274
BE0000216,Coagulation factor X,Human,no,unknown,unknown,5,DB11311
BE0009375,Elongation of very long chain fatty acids protein 5,Human,no,unknown,unknown,1,DB11358
BE0000888,Fatty acid desaturase 1,Human,no,unknown,unknown,2,DB11358
BE0002246,Fatty acid desaturase 2,Human,unknown,unknown,unknown,3,DB11358
BE0002705,Liver carboxylesterase 1,Human,no,unknown,unknown,2,DB11362
BE0002887,Cytochrome P450 2C8,Human,no,unknown,unknown,3,DB11362
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,4,DB11362
BE0000302,Beta-lactamase,Staphylococcus aureus,no,unknown,unknown,1,DB11367
BE0004866,CYP3A,Human,no,unknown,unknown,1,DB11431
BE0001052,CYP2B protein,Human,no,unknown,unknown,2,DB11431
BE0002793,Cytochrome P450 2C9,Human,no,unknown,unknown,3,DB11560
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB11574
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,4,DB11574
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,5,DB11574
BE0003550,Cytochrome P450 3A43,Human,unknown,unknown,unknown,6,DB11574
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,4,DB11575
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,2,DB11581
BE0004866,CYP3A,Human,no,unknown,unknown,5,DB11586
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,6,DB11586
BE0002362,Cytochrome P450 3A5,Human,no,unknown,unknown,7,DB11586
BE0003336,Cytochrome P450 2A6,Human,no,unknown,unknown,8,DB11586
