atc_code,level_1,code_1,level_2,code_2,level_3,code_3,level_4,code_4,parent_key
P01CA02,Nitroimidazole derivatives,P01CA,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01C,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB11989
M01AX21,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01,MUSCULO-SKELETAL SYSTEM,M,DB11994
L03AX09,Other immunostimulants,L03AX,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB11996
A02BX77,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02BX,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB12079
A02BX07,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02BX,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB12079
S01LA02,Antineovascularisation agents,S01LA,OCULAR VASCULAR DISORDER AGENTS,S01L,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB12081
R03BB02,Anticholinergics,R03BB,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",R03B,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB12086
C04AX27,Other peripheral vasodilators,C04AX,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04,CARDIOVASCULAR SYSTEM,C,DB12123
J01CR04,"Combinations of penicillins, incl. beta-lactamase inhibitors",J01CR,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01C,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB12127
J01CR50,"Combinations of penicillins, incl. beta-lactamase inhibitors",J01CR,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01C,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB12127
N06BX18,Other psychostimulants and nootropics,N06BX,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB12131
N06BX06,Other psychostimulants and nootropics,N06BX,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB12153
M01CC02,Penicillamine and similar agents,M01CC,SPECIFIC ANTIRHEUMATIC AGENTS,M01C,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01,MUSCULO-SKELETAL SYSTEM,M,DB12160
P01AB06,Nitroimidazole derivatives,P01AB,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01A,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB12172
N06AX19,Other antidepressants,N06AX,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB12184
J01DI03,Other cephalosporins and penems,J01DI,OTHER BETA-LACTAM ANTIBACTERIALS,J01D,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB12190
D05BA03,Psoralens for systemic use,D05BA,ANTIPSORIATICS FOR SYSTEMIC USE,D05B,ANTIPSORIATICS,D05,DERMATOLOGICALS,D,DB12216
C03DA03,Aldosterone antagonists,C03DA,POTASSIUM-SPARING AGENTS,C03D,DIURETICS,C03,CARDIOVASCULAR SYSTEM,C,DB12221
P02BX04,Other antitrematodal agents,P02BX,ANTITREMATODALS,P02B,ANTHELMINTICS,P02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB12245
R03AC11,Selective beta-2-adrenoreceptor agonists,R03AC,"ADRENERGICS, INHALANTS",R03A,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB12248
R03CC11,Selective beta-2-adrenoreceptor agonists,R03CC,ADRENERGICS FOR SYSTEMIC USE,R03C,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB12248
A03AD30,Papaverine and derivatives,A03AD,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB12251
D08AC05,Biguanides and amidines,D08AC,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB12277
G04BD06,Drugs for urinary frequency and incontinence,G04BD,UROLOGICALS,G04B,UROLOGICALS,G04,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB12278
N02BG06,Other analgesics and antipyretics,N02BG,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N,DB12293
C01CA14,Adrenergic and dopaminergic agents,C01CA,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01C,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB12313
M04AB03,Preparations increasing uric acid excretion,M04AB,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04,MUSCULO-SKELETAL SYSTEM,M,DB12319
N03AX19,Other antiepileptics,N03AX,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03,NERVOUS SYSTEM,N,DB12338
J01CR50,"Combinations of penicillins, incl. beta-lactamase inhibitors",J01CR,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01C,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB12343
J01CA17,Penicillins with extended spectrum,J01CA,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01C,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB12343
N05AD06,Butyrophenone derivatives,N05AD,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB12401
V08AB11,"Watersoluble, nephrotropic, low osmolar X-ray contrast media",V08AB,"X-RAY CONTRAST MEDIA, IODINATED",V08A,CONTRAST MEDIA,V08,VARIOUS,V,DB12407
A10BD18,Combinations of oral blood glucose lowering drugs,A10BD,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A,DB12412
A10BH06,Dipeptidyl peptidase 4 (DPP-4) inhibitors,A10BH,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A,DB12412
D10AF05,Antiinfectives for treatment of acne,D10AF,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10A,ANTI-ACNE PREPARATIONS,D10,DERMATOLOGICALS,D,DB12447
C02KD01,Serotonin antagonists,C02KD,OTHER ANTIHYPERTENSIVES,C02K,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB12465
R05DB27,Other cough suppressants,R05DB,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05D,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R,DB12472
B05CA05,Antiinfectives,B05CA,IRRIGATING SOLUTIONS,B05C,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05,BLOOD AND BLOOD FORMING ORGANS,B,DB12473
G03AA03,"Progestogens and estrogens, fixed combinations",G03AA,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03A,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB12474
G03DC03,Estren derivatives,G03DC,PROGESTOGENS,G03D,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB12474
G03FA07,"Progestogens and estrogens, fixed combinations",G03FA,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03F,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB12474
G03AC02,Progestogens,G03AC,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03A,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB12474
G03FB02,"Progestogens and estrogens, sequential preparations",G03FB,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03F,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB12474
G03AB02,"Progestogens and estrogens, sequential preparations",G03AB,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03A,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB12474
N04BC08,Dopamine agonists,N04BC,DOPAMINERGIC AGENTS,N04B,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N,DB12478
G03CA09,"Natural and semisynthetic estrogens, plain",G03CA,ESTROGENS,G03C,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB12487
N02AC03,Diphenylpropylamine derivatives,N02AC,OPIOIDS,N02A,ANALGESICS,N02,NERVOUS SYSTEM,N,DB12492
R06AX25,Other antihistamines for systemic use,R06AX,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R,DB12523
L03AA03,Colony stimulating factors,L03AA,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB12525
C05AD06,Local anesthetics,C05AD,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05A,VASOPROTECTIVES,C05,CARDIOVASCULAR SYSTEM,C,DB12532
B01AC10,Platelet aggregation inhibitors excl. heparin,B01AC,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01,BLOOD AND BLOOD FORMING ORGANS,B,DB12545
A03AA04,"Synthetic anticholinergics, esters with tertiary amino group",A03AA,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB12554
J01GB08,Other aminoglycosides,J01GB,AMINOGLYCOSIDE ANTIBACTERIALS,J01G,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB12604
G01AX66,Other antiinfectives and antiseptics,G01AX,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB12624
R02AA21,Antiseptics,R02AA,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02,RESPIRATORY SYSTEM,R,DB12624
D08AJ57,Quaternary ammonium compounds,D08AJ,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB12624
V04CD05,Tests for pituitary function,V04CD,OTHER DIAGNOSTIC AGENTS,V04C,DIAGNOSTIC AGENTS,V04,VARIOUS,V,DB12656
C02CA06,Alpha-adrenoreceptor antagonists,C02CA,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",C02C,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB12661
J04AD01,Thiocarbamide derivatives,J04AD,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04A,ANTIMYCOBACTERIALS,J04,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB12667
L04AA19,Selective immunosuppressants,L04AA,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB12692
L03AA15,Colony stimulating factors,L03AA,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB12699
G02AD05,Prostaglandins,G02AD,UTEROTONICS,G02A,OTHER GYNECOLOGICALS,G02,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB12708
N05AB10,Phenothiazines with piperazine structure,N05AB,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB12710
C03BX03,Other low-ceiling diuretics,C03BX,"LOW-CEILING DIURETICS, EXCL. THIAZIDES",C03B,DIURETICS,C03,CARDIOVASCULAR SYSTEM,C,DB12766
L03AX03,Other immunostimulants,L03AX,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB12768
A02BA08,H2-receptor antagonists,A02BA,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB12770
A14AA09,Androstan derivatives,A14AA,ANABOLIC STEROIDS,A14A,ANABOLIC AGENTS FOR SYSTEMIC USE,A14,ALIMENTARY TRACT AND METABOLISM,A,DB12787
G02AD01,Prostaglandins,G02AD,UTEROTONICS,G02A,OTHER GYNECOLOGICALS,G02,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB12789
L03AB14,Interferons,L03AB,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB12814
J04AK07,Other drugs for treatment of tuberculosis,J04AK,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04A,ANTIMYCOBACTERIALS,J04,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB12829
J04AM04,Combinations of drugs for treatment of tuberculosis,J04AM,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04A,ANTIMYCOBACTERIALS,J04,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB12829
L01AA08,Nitrogen mustard analogues,L01AA,ALKYLATING AGENTS,L01A,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB12832
P01AB07,Nitroimidazole derivatives,P01AB,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01A,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB12834
J01RA07,Combinations of antibacterials,J01RA,COMBINATIONS OF ANTIBACTERIALS,J01R,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB12834
R03AC15,Selective beta-2-adrenoreceptor agonists,R03AC,"ADRENERGICS, INHALANTS",R03A,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB12846
R03CC14,Selective beta-2-adrenoreceptor agonists,R03CC,ADRENERGICS FOR SYSTEMIC USE,R03C,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB12846
R03AK05,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",R03AK,"ADRENERGICS, INHALANTS",R03A,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB12846
P01CD01,Arsenic compounds,P01CD,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01C,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB12864
N05AD07,Butyrophenone derivatives,N05AD,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB12867
R06AE06,Piperazine derivatives,R06AE,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R,DB12877
L01AA07,Nitrogen mustard analogues,L01AA,ALKYLATING AGENTS,L01A,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB12902
C08DA02,Phenylalkylamine derivatives,C08DA,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,C08D,CALCIUM CHANNEL BLOCKERS,C08,CARDIOVASCULAR SYSTEM,C,DB12923
C01CA21,Adrenergic and dopaminergic agents,C01CA,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01C,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB12926
C01CA23,Adrenergic and dopaminergic agents,C01CA,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01C,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB12927
N06AA05,Non-selective monoamine reuptake inhibitors,N06AA,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB12930
A06AD12,Osmotically acting laxatives,A06AD,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A,DB12942
A03AX12,Other drugs for functional gastrointestinal disorders,A03AX,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB12944
C02LG01,Hydrazinophthalazine derivatives and diuretics,C02LG,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02L,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB12945
C02DB01,Hydrazinophthalazine derivatives,C02DB,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02D,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB12945
C02LG51,Hydrazinophthalazine derivatives and diuretics,C02LG,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02L,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB12945
N06AX15,Other antidepressants,N06AX,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB12951
J04AK03,Other drugs for treatment of tuberculosis,J04AK,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04A,ANTIMYCOBACTERIALS,J04,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB12954
N05AX07,Other antipsychotics,N05AX,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB12958
D08AL30,Silver compounds,D08AL,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB12965
L01XX16,Other antineoplastic agents,L01XX,OTHER ANTINEOPLASTIC AGENTS,L01X,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB12967
P01BF06,"Artemisinin and derivatives, combinations",P01BF,ANTIMALARIALS,P01B,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB12975
H02AB17,Glucocorticoids,H02AB,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",H02A,CORTICOSTEROIDS FOR SYSTEMIC USE,H02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H,DB13003
N05AL03,Benzamides,N05AL,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB13025
J01RA05,Combinations of antibacterials,J01RA,COMBINATIONS OF ANTIBACTERIALS,J01R,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13026
G01AF06,Imidazole derivatives,G01AF,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13026
P01AB03,Nitroimidazole derivatives,P01AB,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01A,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB13026
J01RA12,Combinations of antibacterials,J01RA,COMBINATIONS OF ANTIBACTERIALS,J01R,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13026
J01RA09,Combinations of antibacterials,J01RA,COMBINATIONS OF ANTIBACTERIALS,J01R,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13026
J01XD03,Imidazole derivatives,J01XD,OTHER ANTIBACTERIALS,J01X,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13026
J01DH05,Carbapenems,J01DH,OTHER BETA-LACTAM ANTIBACTERIALS,J01D,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13028
A03AX05,Other drugs for functional gastrointestinal disorders,A03AX,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB13042
N07XX01,Other nervous system drugs,N07XX,OTHER NERVOUS SYSTEM DRUGS,N07X,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N,DB13050
R01AA09,"Sympathomimetics, plain",R01AA,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01A,NASAL PREPARATIONS,R01,RESPIRATORY SYSTEM,R,DB13064
L01AD06,Nitrosoureas,L01AD,ALKYLATING AGENTS,L01A,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB13069
C01EB05,Other cardiac preparations,C01EB,OTHER CARDIAC PREPARATIONS,C01E,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB13071
V04CD06,Tests for pituitary function,V04CD,OTHER DIAGNOSTIC AGENTS,V04C,DIAGNOSTIC AGENTS,V04,VARIOUS,V,DB13074
V10AA01,Yttrium (90Y) compounds,V10AA,ANTIINFLAMMATORY AGENTS,V10A,THERAPEUTIC RADIOPHARMACEUTICALS,V10,VARIOUS,V,DB13076
N06BX02,Other psychostimulants and nootropics,N06BX,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB13084
D03AX10,Other cicatrizants,D03AX,CICATRIZANTS,D03A,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,D03,DERMATOLOGICALS,D,DB13089
A03AC05,"Synthetic antispasmodics, amides with tertiary amines",A03AC,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB13091
N05CM13,Other hypnotics and sedatives,N05CM,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB13099
C05CA04,Bioflavonoids,C05CA,CAPILLARY STABILIZING AGENTS,C05C,VASOPROTECTIVES,C05,CARDIOVASCULAR SYSTEM,C,DB13124
C05CA54,Bioflavonoids,C05CA,CAPILLARY STABILIZING AGENTS,C05C,VASOPROTECTIVES,C05,CARDIOVASCULAR SYSTEM,C,DB13124
G03FA16,"Progestogens and estrogens, fixed combinations",G03FA,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03F,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13129
G03FB11,"Progestogens and estrogens, sequential preparations",G03FB,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03F,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13129
P01BE01,"Artemisinin and derivatives, plain",P01BE,ANTIMALARIALS,P01B,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB13132
B02BD06,Blood coagulation factors,B02BD,VITAMIN K AND OTHER HEMOSTATICS,B02B,ANTIHEMORRHAGICS,B02,BLOOD AND BLOOD FORMING ORGANS,B,DB13133
B02BD10,Blood coagulation factors,B02BD,VITAMIN K AND OTHER HEMOSTATICS,B02B,ANTIHEMORRHAGICS,B02,BLOOD AND BLOOD FORMING ORGANS,B,DB13133
B01AA12,Vitamin K antagonists,B01AA,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01,BLOOD AND BLOOD FORMING ORGANS,B,DB13136
A12AA02,Calcium,A12AA,CALCIUM,A12A,MINERAL SUPPLEMENTS,A12,ALIMENTARY TRACT AND METABOLISM,A,DB13142
G03CC03,"Estrogens, combinations with other drugs",G03CC,ESTROGENS,G03C,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13143
G03CB03,"Synthetic estrogens, plain",G03CB,ESTROGENS,G03C,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13143
L03AA10,Colony stimulating factors,L03AA,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB13144
B02BD13,Blood coagulation factors,B02BD,VITAMIN K AND OTHER HEMOSTATICS,B02B,ANTIHEMORRHAGICS,B02,BLOOD AND BLOOD FORMING ORGANS,B,DB13148
B02BD03,Blood coagulation factors,B02BD,VITAMIN K AND OTHER HEMOSTATICS,B02B,ANTIHEMORRHAGICS,B02,BLOOD AND BLOOD FORMING ORGANS,B,DB13151
J05AX05,Other antivirals,J05AX,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13156
A06AG11,Enemas,A06AG,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A,DB13157
S01BA09,"Corticosteroids, plain",S01BA,ANTIINFLAMMATORY AGENTS,S01B,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB13158
