form,route,strength,parent_key
Soap,Topical,15 g/L,DB11121
Soap,Topical,10.1 mg/mL,DB11121
Liquid,Topical,4 mg/mL,DB11121
Soap,Topical,2.5 mg/mL,DB11121
Soap,Topical,.003 g/mL,DB11121
Liquid,Topical,5 %,DB11121
Solution,Topical,.5 mg/100mL,DB11121
Soap,Topical,.3 g/100mL,DB11121
Liquid,Topical,5 mg/100mL,DB11121
Shampoo,Topical,,DB11121
Liquid,Topical,.5 g/100mL,DB11121
Lotion; soap,Topical,.5 %,DB11121
Liquid,Topical,.95 mL/100mL,DB11121
Soap,Topical,.002 g/mL,DB11121
Liquid,Topical,.6 %,DB11121
Liquid,Topical,4.8 %,DB11121
Liquid,Topical,10 %,DB11121
Solution,Topical,4.8 g/100mL,DB11121
Solution,Topical,1 mg/100mL,DB11121
Liquid,Topical,3.09 1/mL,DB11121
Liquid,Topical,.15 g/100mL,DB11121
Sponge,Topical,3 %,DB11121
Liquid,Topical,1.1 %,DB11121
Solution,Topical,.9 mg/100mL,DB11121
Solution,Topical,1 mL/100mL,DB11121
Solution,Topical,100 mg/mL,DB11121
Liquid,Topical,10 mg/mL,DB11121
Solution,Topical,5 mg/mL,DB11121
Solution,Topical,.8 mL/100mL,DB11121
Lotion,Topical,0.25 %,DB11121
Solution,Topical,.6 mL/100mL,DB11121
Lotion; soap,Topical,0.8 %,DB11121
Liquid,Topical,,DB11121
Liquid,Topical,7.5 mg/mL,DB11121
Solution,Topical,0.50 %,DB11121
Soap,Topical,2 g/100L,DB11121
Liquid,Topical,1 mL/100mL,DB11121
"Aerosol, foam",Topical,,DB11121
Lotion,Topical,.5 %,DB11121
Soap,Topical,2.5 mg/.001L,DB11121
Liquid,Topical,.5 mg/100mL,DB11121
Solution,Topical,.3 g/100mL,DB11121
Solution,Topical,3.3 g/100g,DB11121
Liquid,Topical,0.50 %,DB11121
Liquid,Topical,.663 g/221mL,DB11121
Liquid,Topical,.5 g/100g,DB11121
Soap,Topical,2.5 g/1000mL,DB11121
Soap,Topical,3.75 mg/mL,DB11121
Liquid,Topical,3.5 g/100mL,DB11121
Liquid,Topical,1.5 g/100mL,DB11121
Lotion,Topical,10.22 g/1000mL,DB11121
Liquid,Topical; Vaginal,,DB11121
Soap,Topical,4 mg/mL,DB11121
Gel,Topical,5 mg/mL,DB11121
Soap,Topical,.75 g/100mL,DB11121
Solution,Topical,1.75 %,DB11121
Solution,Topical,17.5 g/L,DB11121
Solution,Topical,.0175 L/L,DB11121
"Aerosol, foam",Topical,.005 g/mL,DB11121
Liquid,Topical,10.22 g/1000mL,DB11121
Gel,Topical,.05 g/59g,DB11121
Soap,Topical,10.11 g/L,DB11121
Liquid,Topical,.003 mg/mL,DB11121
Solution,Topical,.5 mL/100mL,DB11121
Soap,Topical,.1 g/L,DB11121
Soap,Topical,.5 mg/100mL,DB11121
Liquid,Topical,5 mg/mL,DB11121
Gel,Topical,.95 g/g,DB11121
Liquid,Topical,6 mg/mL,DB11121
Soap,Topical,.95 mL/100mL,DB11121
Solution,Topical,6.12 mg/mL,DB11121
Swab,Topical,,DB11121
Liquid,Topical,.3 g/100g,DB11121
Liquid,Topical,.005 mg/mL,DB11121
Liquid,Topical,0.3 %,DB11121
Soap,Topical,6 mg/mL,DB11121
Lotion,Topical,.25 %,DB11121
Liquid,Topical,.5 %,DB11121
Liquid,Topical,15.75 g/1000mL,DB11121
Cloth,Topical,0.5 %,DB11121
Soap,Topical,25 g/1000mL,DB11121
Sponge,Topical,33 mg/mL,DB11121
Sponge,Topical,40 mg/mL,DB11121
Soap,Topical,.005 g/mL,DB11121
Soap,Topical,.1 g/100g,DB11121
Liquid,Topical,.6657 mg/221.8mL,DB11121
Liquid,Topical,1.5 %,DB11121
Solution,Topical,0.6 %,DB11121
Liquid,Topical,0.525 %,DB11121
Solution / drops,Auricular (otic),,DB11121
Liquid,Topical,.25 %,DB11121
Lotion,Topical,.6 %,DB11121
Solution,Topical,5.2 mg/mL,DB11121
Solution,Topical,5.25 mg/mL,DB11121
Lotion,Topical,.3 %,DB11121
Liquid,Topical,2.949 g/100mL,DB11121
Lotion,Topical,.08 mg/100mL,DB11121
Gel,Topical,1 %,DB11121
Soap,Topical,30 mg/10mL,DB11121
Liquid,Topical,.7 %,DB11121
Liquid,Topical,.01 mg/mL,DB11121
Soap,Topical,7.5 mg/mL,DB11121
Soap,Topical,10 mg/mL,DB11121
Liquid,Topical,.006 mg/mL,DB11121
Liquid,Topical,.006 g/mL,DB11121
Cream,Topical,,DB11121
Lotion,Topical,,DB11121
Solution,Topical,0.5 %,DB11121
Solution,Topical,1.25 g/100mL,DB11121
Solution,Topical,1.25 %,DB11121
Liquid,Topical,1.75 %,DB11121
Solution,Topical,33 mg/mL,DB11121
Solution,Topical,3.3 %,DB11121
Solution,Topical,3.3 mg/100mL,DB11121
Solution,Topical,4 mg/100mL,DB11121
Lotion,Topical,0.5 %,DB11121
"Aerosol, foam",Topical,.5 mL/100mL,DB11121
Lotion,Topical,0.3 %,DB11121
Liquid,Topical,.6 mL/100mL,DB11121
Liquid,Topical,5 g/L,DB11121
"Aerosol, foam",Topical,5 mg/mL,DB11121
Soap,Topical,.33 mg/1000mL,DB11121
Liquid,Topical,1.0 %,DB11121
Aerosol,Topical,.1 %,DB11121
Solution,Topical,3.82 g/100mL,DB11121
Liquid,Topical,1 g/100mL,DB11121
Solution,Topical,10 g/L,DB11121
Solution,Topical,1 g/100mL,DB11121
Lotion,Topical,0.51 %,DB11121
Soap,Topical,.001 mg/100mL,DB11121
Liquid,Topical,1 %,DB11121
Liquid,Topical,12.604 g/100mL,DB11121
Liquid,Topical,189 g/1000mL,DB11121
Soap,Topical,3 %,DB11121
Liquid,Topical,3 %,DB11121
Liquid,Cutaneous,.75 g/100mL,DB11121
Gel,Topical,.25 %,DB11121
Liquid,Topical,2 %,DB11121
Liquid,Topical,.3 mL/100mL,DB11121
Liquid,Topical,3 mg/mL,DB11121
Soap,Topical,,DB11121
Liquid,Topical,.05 g/100mL,DB11121
Soap,Topical,2.75 g/100mL,DB11121
Solution,Topical,2.75 %,DB11121
Liquid,Topical,2.75 g/100mL,DB11121
Lotion,Topical,1 %,DB11121
Liquid,Topical,.3 g/100mL,DB11121
Soap,Topical,3.6 g/mL,DB11121
Liquid,Topical,3.09 g/mL,DB11121
Liquid,Topical,3.06 mg/mL,DB11121
Gel,Topical,,DB11121
Cloth,Topical,.5 g/100g,DB11121
Gel,Topical,.52 g/100mL,DB11121
Liquid,Topical,0.52 %,DB11121
Gel,Topical,0.5 %,DB11121
Liquid,Topical,0.6 %,DB11121
Liquid,Topical,0.65 %,DB11121
Soap,Topical,5 mg/mL,DB11121
Liquid,Topical,2081980 mg/208198mL,DB11121
Soap,Topical,.5 %,DB11121
Liquid,Topical,.03 g/10mL,DB11121
Liquid,Topical,.3 g/10mL,DB11121
Liquid,Topical,.04 g/10mL,DB11121
Liquid,Topical,.04 g/10L,DB11121
Liquid; shampoo,Topical,,DB11121
Solution,Topical,5 g,DB11123
Solution,Topical,5 mg/mL,DB11123
Solution,Topical,2.5 mg/mL,DB11123
Solution,Topical,1.25 mg/mL,DB11123
Solution,Topical,.125 mg/mL,DB11123
Liquid,Topical,0.057 %,DB11123
Liquid,Topical,0.114 %,DB11123
"Aerosol, spray",Respiratory (inhalation),.594 mg/.12mL,DB11124
Solution,Respiratory (inhalation),11.25 mg/.5mL,DB11124
Solution,Respiratory (inhalation),2.25 %,DB11124
Kit,,,DB11125
Kit,Topical,,DB11125
Swab,Topical,.115 g/100g,DB11125
Swab,Topical,.3 g/100g,DB11125
Swab,Topical,.2 g/100g,DB11125
Liquid,Topical,.2 g/100g,DB11125
Lotion,Cutaneous,2 mg/mL,DB11125
Soap,Topical,.13 mg/mg,DB11125
Solution,Topical,1 mg/mL,DB11125
Liquid,Topical,0.14 %,DB11125
Cream,Topical,1 mg,DB11125
Solution,Topical,.2 1/100g,DB11125
Cream,Topical,0.5 %,DB11125
Shampoo,Topical,1 mL/1000mL,DB11125
Shampoo,Topical,100 mg/100mL,DB11125
Liquid,Topical,1 mL/L,DB11125
Solution,Topical,.1 g/100mL,DB11125
Liquid,Topical,,DB11125
Soap,Cutaneous,.1 g/100g,DB11125
Solution,Auricular (otic),,DB11125
Solution,Topical,.12 g/100mL,DB11125
Cream,Topical,.2 g/100g,DB11125
Liquid,Topical,.1 mL/100mL,DB11125
Lotion,Topical,.12 g/100g,DB11125
Spray,Topical,1.3 g/981mL,DB11125
Spray,Topical,,DB11125
Solution,Topical,.2 g/100mL,DB11125
Liquid,Topical,.1 g/100mL,DB11125
Soap,Topical,1 mg/mL,DB11125
Ointment,Topical,.2 g/100g,DB11125
Cream,Topical,0.2 %,DB11125
Cream,Topical,195 mg/100mL,DB11125
Solution,Topical,7.56 g/100mL,DB11125
Solution,Topical,0.2 %,DB11125
Lotion,Topical,.2 g/100g,DB11125
Liquid,Topical,.2 g/100mL,DB11125
Gel,Topical,.095 g/100mL,DB11125
Gel,Topical,.105 g/100mL,DB11125
Liquid,Topical,.2 mg/100mL,DB11125
Spray,Topical,0.2 %,DB11125
Lotion,Topical,0.2 %,DB11125
Gel,Topical,.2 g/100mL,DB11125
"Aerosol, foam",Topical,.002 g/mL,DB11125
Swab,Topical,.3 g/1001,DB11125
Lotion / shampoo,Topical,,DB11125
Lotion,Topical,,DB11125
Cloth,Topical,2 mg/g,DB11125
Liquid,Topical,0.20 %,DB11125
Cream,Topical,,DB11125
Gel,Cutaneous,2 mg/mL,DB11125
Liquid,Topical,0.13 %,DB11125
Solution,Topical,.13 g/100mL,DB11125
Liquid,Topical,.2 mL/100mL,DB11125
"Aerosol, spray",Topical,,DB11125
Liquid,Topical,.1 mg/100mL,DB11125
Lotion,Topical,1.98 mg/g,DB11125
Cloth,Topical,30 mL/1000mL,DB11125
Liquid,Topical,.06 mg/mL,DB11125
Liquid,Topical,1.8 mg/mL,DB11125
Spray,Topical,60 mg/g,DB11125
Solution,Topical,.001 mL/mL,DB11125
Liquid,Topical,.13 g/100mL,DB11125
Liquid,Topical,1 mg/50mL,DB11125
Kit,,,DB11125
Liquid,Topical,2 mg/mL,DB11125
Liquid,Topical,.09 mg/9mL,DB11125
Liquid,Topical,.1 g/100g,DB11125
Solution,Topical,,DB11125
Spray,Topical,1.3 mg/L,DB11125
Spray,Topical,.013 1/mL,DB11125
Spray,Topical,1.3 ug/mL,DB11125
Kit,Topical,,DB11125
Solution,Topical,2 mg/mL,DB11125
Liquid,Topical,2.5 g/L,DB11125
Spray,Topical,.13 mL/mL,DB11125
Spray,Topical,1 mg/13mL,DB11125
Liquid,Topical,2.66 mg/mL,DB11125
Solution,Topical,.2 mL/100mL,DB11125
Aerosol,Topical,0.19 mg,DB11125
Liquid,Topical,0.1 %,DB11125
Gel,Topical,,DB11125
Ointment,Topical,,DB11125
Spray,Topical,2 mg/mL,DB11125
Soap,Topical,.33 mL/251mL,DB11125
Cloth,Topical,,DB11125
Cloth,Topical,.001 mg/1,DB11125
Lotion,Topical,0.12 g/100g,DB11125
Liquid,Topical,2 g/L,DB11125
Powder,Topical,0.5 %,DB11125
Swab,Topical,.3 1/1001,DB11125
Cloth,Topical,0.3 %,DB11125
Cloth,Topical,.009 g/3g,DB11125
Cloth,Topical,.3 g/1,DB11125
Swab,Topical,.3 mL/1,DB11125
Spray,Topical,1.3 mg/mL,DB11125
Swab,Topical,3 mg/100mg,DB11125
Liquid,Topical,0.2 %,DB11125
Liquid,Topical,.02 g/10mL,DB11125
Lotion,Topical,2 mg/mL,DB11125
Soap,Topical,2 mg/mL,DB11125
Lotion,Topical,192.3 mg/1000mg,DB11125
"Injection, solution",Intravenous,.465 meq/mL,DB11126
"Injection, solution",Intravenous,94 mg/mL,DB11126
"Injection, solution",Intravenous,98 mg/mL,DB11126
Liquid,Intravenous,100 mg,DB11126
Solution,Intravenous,100 mg,DB11126
Solution,Intramuscular; Intravenous,100 mg,DB11126
Solution,Intravenous,.465 meq,DB11126
Solution,Intravenous,94 mg,DB11126
Solution,Intravenous,,DB11126
Tablet,Oral,600 mg,DB11126
Tablet,Oral,648 mg,DB11126
Tablet,Oral,650 mg,DB11126
Liquid,Oral,,DB11126
Tablet,Oral,,DB11126
Liquid,Intravenous,10 %,DB11126
Liquid,Intravenous,,DB11126
Douche,Vaginal,,DB11126
Tablet,Oral,30 mcg,DB11127
Liquid,Oral,,DB11127
Tablet,Oral,,DB11127
Liquid,Intravenous,,DB11127
Solution,Intravenous,,DB11127
"Injection, solution",Intravenous,,DB11127
"Injection, solution, concentrate",Intravenous,,DB11127
Powder,Oral,,DB11127
"Injection, solution",Intravenous,65.4 ug/mL,DB11127
Capsule,Oral,30 mcg,DB11127
Capsule,Oral,,DB11127
"Injection, solution",Intravenous,46 ug/mL,DB11128
Liquid,Topical,7.8 mg/12mL,DB11129
Liquid,Auricular (otic),1.44 mL/22mL,DB11129
Solution / drops,Auricular (otic),65 mg/mL,DB11129
Liquid,Auricular (otic),.065 mg/mL,DB11129
Solution,Topical,65 mg/mL,DB11129
"Gel, dentifrice",Dental,.083 g/g,DB11129
"Gel, dentifrice",Dental,10 g/100g,DB11129
"Gel, dentifrice",Dental,15 g/100g,DB11129
"Gel, dentifrice",Dental,20 g/100g,DB11129
"Gel, dentifrice",Dental,35 g/100g,DB11129
Liquid,Topical,65 mg/mL,DB11129
Kit,,,DB11129
Solution / drops,Topical,65 mg/mL,DB11129
Liquid,Auricular (otic),65 mg/mL,DB11129
Liquid,Auricular (otic),6.5 g/100mL,DB11129
Solution / drops,Auricular (otic),81.86 mg/mL,DB11129
Liquid,Auricular (otic),6.5 mg/100mL,DB11129
Solution,Auricular (otic),81.86 mg/mL,DB11129
Tablet,Dental,100 %,DB11129
Liquid,Auricular (otic),.065 g/g,DB11129
Liquid,Oral,100 mg/mL,DB11129
Solution / drops,Topical,6.5 g/100mL,DB11129
"Gel, dentifrice",Dental,15 g/100mL,DB11129
"Gel, dentifrice",Dental,8.3 g/100mL,DB11129
Liquid,Auricular (otic),6.5 %,DB11129
Liquid,Oral,.1 mg/mL,DB11129
Tincture,Oral,,DB11130
Capsule,Oral,,DB11130
Liquid,Oral,,DB11130
Suppository,Rectal,,DB11130
Tablet,Oral,,DB11130
Tincture,Oral,200 g,DB11130
Cream,Topical,.25 mg/mL,DB11131
Lotion,Topical,.25 mg/g,DB11131
Kit,Topical,,DB11131
Gel,Topical,.061 g/244g,DB11131
Liniment,Topical,,DB11131
Kit,,,DB11131
Ointment,Topical,,DB11131
Cream,Topical,.0265 g/106g,DB11131
Patch,Topical,,DB11131
Oil,Topical,,DB11131
Ointment,Percutaneous; Topical; Transdermal,26.25 mg/1,DB11131
Plaster,Transdermal,,DB11131
Cream,Topical,.25 mg/g,DB11131
Cream,Topical,.75 mg/g,DB11131
Cream,Topical,,DB11131
"Paste, dentifrice",Dental,15 g/100g,DB11132
"Paste, dentifrice",Topical,,DB11132
"Paste, dentifrice",Dental,,DB11132
Powder,Topical,20 g/100g,DB11132
Paste,Topical,,DB11132
Tablet,Oral,,DB11132
Solution / drops,Oral,,DB11132
"Paste, dentifrice",Dental,17 g/100g,DB11132
"Tablet, chewable",Oral,,DB11132
Paste,Oral,,DB11132
Paste,Dental,,DB11132
Paste,Oral,170 mg/g,DB11132
Gel,Dental,1.71 g/60g,DB11132
Gel,Dental,1.425 g/50g,DB11132
Kit,,,DB11132
Liquid,Oral,,DB11132
Emulsion,Oral,,DB11132
Liquid,Topical,,DB11132
Liquid,Oral,80 mg,DB11132
Gel,Oral,80 mg,DB11132
Capsule,Oral,,DB11132
Capsule,Oral,5 mg,DB11132
Stick,Topical,.88 g/11g,DB11132
Powder,Topical,51 kg/100kg,DB11132
Capsule,Oral,,DB11133
"Tablet, coated",Oral,,DB11133
Pill,Oral,,DB11133
"Capsule, gelatin coated",Oral,,DB11133
"Injection, emulsion",Intravenous,,DB11133
Emulsion,Intravenous,,DB11133
"Capsule, liquid filled",Oral,,DB11133
"Capsule, gelatin coated",Oral,,DB11134
"Tablet, chewable",Oral,,DB11134
Tablet,Oral,,DB11134
Capsule,Oral,,DB11134
"Tablet, film coated",Oral,,DB11134
"Tablet, coated",Oral,,DB11134
Kit,,,DB11134
"Capsule, liquid filled",Oral,,DB11134
Capsule,Oral,,DB11135
"Tablet, extended release",Oral,,DB11135
Powder,Oral,,DB11135
Liquid,Intravenous,,DB11135
Solution,Intravenous,40 mcg,DB11135
Liquid,Oral,,DB11135
Tablet,Oral,,DB11135
Capsule,Oral,200 mcg,DB11135
Capsule,Oral,100 mcg,DB11135
"Tablet, extended release",Oral,50 mcg,DB11135
Tablet,Oral,200 mcg,DB11135
Tablet,Oral,50 mcg,DB11135
Tablet,Oral,100 mcg,DB11135
Liquid,Intravenous,40 mcg,DB11135
"Tablet, coated",Oral,,DB11135
Tablet,Oral,60 mcg,DB11135
Tablet,Oral,150 mcg,DB11136
Solution,Oral,,DB11136
Capsule,Oral,100 mcg,DB11136
Tablet,Oral,100 mcg,DB11136
Tablet,Oral,200 mcg,DB11136
Tablet,Oral,0.2 mg,DB11136
Tablet,Oral,500 mcg,DB11136
"Tablet, extended release",Oral,200 mcg,DB11136
Capsule,Oral,200 mcg,DB11136
"Tablet, extended release",Oral,,DB11136
Tablet,Oral,,DB11136
Capsule,Oral,75 mcg,DB11136
Powder,Oral,,DB11136
Capsule,Oral,,DB11136
Capsule,Oral,10 mcg,DB11136
"Tablet, effervescent",Oral,,DB11136
Injection,Intramuscular,,DB11136
Solution,Intravenous,,DB11136
Solution,Intravenous,4 mcg,DB11136
Liquid,Intravenous,,DB11136
Liquid,Oral,100 mcg,DB11136
Tablet,Oral,6 mcg,DB11136
Solution,Oral,200 mcg,DB11136
"Tablet, coated",Oral,,DB11136
Liquid,Oral,150 mcg,DB11136
Liquid,Oral,,DB11136
Powder,Oral,150 mcg,DB11136
Capsule,Oral,,DB11137
Liquid,Oral,,DB11137
"Tablet, coated",Oral,,DB11137
Tablet,Oral,,DB11137
"Tablet, coated",Oral,,DB11140
Solution,Intravenous,1 mCi/5mL,DB11140
"Tablet, coated",Oral,,DB11141
Tablet,Oral,,DB11141
"Tablet, coated",Oral,,DB11142
"Tablet, chewable",Oral,,DB11142
Liquid,Dental,350 mg/g,DB11143
Liquid,Dental,485 mg/g,DB11143
Liquid,Dental,,DB11143
Lozenge,Oral,,DB11145
Liquid,Topical,,DB11145
Aerosol,Topical,,DB11145
Packing,Dental,,DB11145
Gel,Topical,,DB11145
Liquid,Dental,,DB11145
Jelly,Vaginal,,DB11145
Gel,Topical,105 mg/mL,DB11147
"Aerosol, spray",Topical,,DB11148
Solution,Topical,,DB11148
Liquid,Topical,,DB11148
Aerosol,Topical,,DB11148
Gel,Topical,,DB11148
Gel,Dental; Topical,,DB11148
Stick,Topical,18.6 mL/100mL,DB11149
Gel,Topical,19 %,DB11149
Stick,Topical,12.6 g/79g,DB11149
Stick,Topical,14.2 g/79g,DB11149
Stick,Topical,18.8 %,DB11149
Stick,Topical,18 mg/100g,DB11149
Stick,Topical,11.39 g/64g,DB11149
Stick,Topical,17.8 g/100g,DB11149
Stick,Topical,6.02 g/70g,DB11149
Stick,Topical,22.5 %,DB11149
Stick,Topical,23 %,DB11149
Gel,Topical,20 %,DB11149
Stick,Topical,25 %,DB11149
Gel,Topical,20 g/100g,DB11149
Jelly,Topical,22 %,DB11149
Gel; stick,Topical,22 %,DB11149
Gel,Topical,21.5 %,DB11149
Lotion,Topical,20 %,DB11149
Stick,Topical,16 %,DB11149
Gel,Topical,10.08 g/63g,DB11149
Liquid,Topical,17.5 %,DB11149
Stick,Topical,12 %,DB11149
Stick,Topical,13.87 g/73g,DB11149
Liquid,Topical,24 %,DB11149
Liquid,Topical,,DB11149
Stick,Topical,70 g/100g,DB11149
Stick,Topical,10.146 g/57g,DB11149
Stick,Topical,20.0 %,DB11149
Gel,Topical,16.15 g/85g,DB11149
Stick,Topical,24 %,DB11149
Aerosol,Topical,19 g/100g,DB11149
Liquid,Topical,20 g/100mL,DB11149
Solution,Topical,.3 g/100mL,DB11149
Gel,Topical,.3 mL/100mL,DB11149
Solution,Topical,.3 g/100g,DB11149
Stick,Topical,7.8 g/100g,DB11149
Stick,Topical,18.6 %,DB11149
Gel,Topical,18.6 %,DB11149
Stick,Topical,20 g/48g,DB11149
Stick,Topical,13.4 %,DB11149
Stick,Topical,19.2 g/100g,DB11149
Stick,Topical,15.2 g/100g,DB11149
Liquid,Topical,22 %,DB11149
Stick,Topical,182 mg/g,DB11149
Stick,Topical,14.8 g/100g,DB11149
Stick,Topical,20 %,DB11149
Lotion,Topical,20.21 %,DB11149
Kit,,,DB11149
Paste,Topical,150 mg/g,DB11149
Stick,Topical,18.5 %,DB11149
Stick,Topical,11.4 g/100g,DB11149
Cream,Topical,18.5 %,DB11149
Stick,Topical,.204 g/1.36g,DB11149
Stick,Topical,9.6 g/48g,DB11149
Stick,Topical,13.47 g/76.5g,DB11149
Stick,Cutaneous,17.8 1/1,DB11149
Stick,Topical,17.8 %,DB11149
Stick,Topical,17.6 %,DB11149
Stick,Topical,22.8 %,DB11149
Stick,Topical,22.52 %,DB11149
Stick,Topical,14.8 %,DB11149
Gel,Topical,17.6 %,DB11149
Stick,Topical,19 %,DB11149
Lotion,Topical,15 mL/100mL,DB11149
Gel,Topical,18 g/57g,DB11149
Lotion,Topical,15 g/100g,DB11149
Stick,Topical,151 mg/g,DB11149
Lotion,Topical,24 %,DB11149
Liquid,Topical,20 %,DB11149
Stick,Topical,24.5 %,DB11149
Stick,Topical,15.4 g/100g,DB11149
Stick,Topical,230 mg,DB11149
Stick,Topical,220 mg,DB11149
Stick,Topical,200 mg,DB11149
Stick,Topical,200 mg/g,DB11149
Stick,Topical,154 mg/g,DB11149
Stick,Topical,100 mg/g,DB11149
Stick,Topical,159 mg/g,DB11149
Liquid,Topical,.2 g/mL,DB11149
Gel; stick,Topical,24 %,DB11149
Cream,Topical,80 mg/mL,DB11149
Stick,Topical,22.0 %,DB11149
Stick,Topical,24.8 %,DB11149
Stick,Topical,25 g/100g,DB11149
Stick,Topical,17.5 g/100g,DB11149
Stick,Topical,1.2 g/75g,DB11149
Gel,Topical,18.3 %,DB11149
Stick,Topical,48 g/48g,DB11149
Stick,Topical,4.902 g/57g,DB11149
Kit,,,DB11149
Stick,Topical,12.8 g/64g,DB11149
Stick,Topical,22 g/100g,DB11149
Gel,Topical,15 g/100g,DB11149
Stick,Topical,190 mg/g,DB11149
Stick,Topical,.2 g/g,DB11149
Stick,Topical,20 g/100g,DB11149
Stick,Topical,.19 g/g,DB11149
Stick,Topical,.18 g/g,DB11149
Liquid,Topical,17 %,DB11149
Stick,Topical,.192 g/g,DB11149
Stick,Topical,10.83 g/57g,DB11149
Stick,Topical,19 g/57g,DB11149
Cream,Topical,18.6 g/100g,DB11149
Stick,Topical,18.6 g/100mL,DB11149
Stick,Topical,158 mg/g,DB11149
Stick,Topical,8.4 %,DB11149
Stick,Topical,153 mg/g,DB11149
Gel,Topical,22 %,DB11149
Stick,Topical,22 %,DB11149
Stick,Topical,160 mg/g,DB11149
Stick,Topical,180 mg/g,DB11149
Stick,Topical,172 mg/g,DB11149
Stick,Topical,18.2 g/100g,DB11149
Stick,Topical,18.5 g/100g,DB11149
Stick,Topical,18.4 g/100g,DB11149
Stick,Topical,18.4 %,DB11149
Stick,Topical,18.6 g/100g,DB11149
Gel,Topical,19 g/100g,DB11149
Stick,Topical,19 g/100g,DB11149
Liquid,Topical,21 g/100mL,DB11149
Stick,Cutaneous,16 1/1,DB11149
Cream,Topical,.2 g/g,DB11149
Paste,Rectal,55 %,DB11150
"Powder, for suspension",Oral,98 %,DB11150
Enema,Rectal,98 %,DB11150
Suspension,Oral; Rectal,1.5 %,DB11150
Enema,Rectal,95 %,DB11150
"Powder, for suspension",Oral; Rectal,95 %,DB11150
Suspension,Oral; Rectal,2.2 %,DB11150
"Powder, for suspension",Oral,400 mg/g,DB11150
"Powder, for suspension",Oral,9.5 g/23g,DB11150
Tablet,Oral,700 mg/1,DB11150
Suspension,Rectal,1.05 g/mL,DB11150
"Powder, for suspension",Oral,980 mg/g,DB11150
"Powder, for suspension",Oral,960 mg/g,DB11150
Suspension,Oral,.6 g/mL,DB11150
"Powder, for solution",Rectal,95 %,DB11150
"Powder, for solution",Oral; Rectal,95 %,DB11150
Cream,Oral,.6 g/g,DB11150
"Powder, for solution",Oral,82 %,DB11150
Suspension,Oral,240 mg/mL,DB11150
Powder,Oral,81 %,DB11150
Suspension,Oral,50 %,DB11150
Suspension,Oral,13 %,DB11150
Cream,Oral,60 g,DB11150
Paste,Rectal,45 %,DB11150
Suspension,Rectal,100 %,DB11150
Suspension,Oral; Rectal,51 %,DB11150
Suspension,Oral,98 %,DB11150
Paste,Oral,44 %,DB11150
Suspension,Oral,210 %,DB11150
Suspension,Oral; Rectal,60 %,DB11150
Suspension,Oral; Rectal,1.05 g/mL,DB11150
Liquid,Oral,210 g,DB11150
Suspension,Oral; Rectal,56 %,DB11150
"Powder, for suspension",Rectal,965 mg/g,DB11150
Suspension,Rectal,57 %,DB11150
Liquid,Oral; Rectal,1.5 %,DB11150
Suspension,Oral,20 mg/mL,DB11150
Suspension,Oral,21 mg/mL,DB11150
Suspension,Oral,400 mg/mL,DB11150
Suspension,Oral; Rectal,5 %,DB11150
Powder,Oral; Rectal,95 %,DB11150
"Powder, for suspension",Oral; Rectal,98 g/100g,DB11150
"Powder, for suspension",Oral; Rectal,96 g/100g,DB11150
Paste,Oral,400 mg/mL,DB11150
"Powder, for suspension",Oral,.81 g/g,DB11150
Suspension,Oral,1 mg/mL,DB11150
Liquid,Topical,.01 g/g,DB11151
Solution,Intravenous,,DB11151
Liquid,Topical,.8 g/g,DB11152
Liquid,Topical,15 g/100mL,DB11152
Liquid,Topical,30 g/100mL,DB11152
Liquid,Topical,.2 g/100mL,DB11153
Liquid,Topical,.05 g/g,DB11153
Liquid,Topical,,DB11153
Solution,Intravenous,,DB11153
"Paste, dentifrice",Dental,,DB11154
"Tablet, coated",Oral,,DB11154
Tablet,Oral,,DB11154
Cream,Topical,459 mg/150mL,DB11155
Cream,Topical,153 mg/50mL,DB11155
Soap,Topical,15 mg/g,DB11155
Soap,Cutaneous,.3 g/100g,DB11155
Soap,Topical,.1 g/100g,DB11155
Soap,Cutaneous,.16 g/100g,DB11155
Soap,Topical,.3 g/100g,DB11155
Soap,Topical,1.5 %,DB11155
Soap,Topical,2.6 g/10g,DB11155
Soap,Topical,1.3 g/10g,DB11155
Soap,Topical,1 %,DB11155
Soap,Topical,1.5 mg/100mg,DB11155
Soap,Topical,1.5 g,DB11155
Soap,Topical,.29 g/100g,DB11155
Soap,Topical,1.017 g/339g,DB11155
Soap,Topical,.339 g/113g,DB11155
Soap,Cutaneous,.6 1/1,DB11155
Soap,Topical,113 g/113g,DB11155
Soap,Topical,.6 g/100g,DB11155
Soap,Topical,6 mg/g,DB11155
Soap,Topical,.33 mg/100mg,DB11155
Soap,Topical,.744 g/99.225g,DB11155
Soap,Cutaneous,.45 g/90g,DB11155
Soap,Topical,1.5 g/100g,DB11155
Soap,Topical,.67 g/86g,DB11155
Liquid,Topical,1.5 mg/1000mL,DB11155
Soap,Topical,4 mg/g,DB11155
Liquid,Topical,1.5 mL/L,DB11155
Soap,Topical,.3 g/g,DB11155
Soap,Topical,1.356 g/113g,DB11155
Soap,Topical,,DB11155
Tablet,Oral,125 mg,DB11156
Tablet,Oral,35 mg,DB11156
Paste,Oral,125 mg,DB11156
Suspension,Oral,50 mg,DB11156
"Tablet, chewable",Oral,250 mg/1,DB11156
Suspension,Oral,144 mg/mL,DB11156
